2,10,1.2,30,0,0,0
2,10,1.2,30,1,8,8
4,10,1.2,30,0,0,0
4,10,1.2,30,1,0,0
6,10,1.2,30,0,2,2
6,10,1.2,30,1,4,4
8,10,1.2,30,0,2,2
8,10,1.2,30,1,2,2
10,10,1.2,30,0,2,2
10,10,1.2,30,1,2,2
12,10,1.2,30,0,5,4
12,10,1.2,30,1,6,5
14,10,1.2,30,0,4,2
14,10,1.2,30,1,7,4
16,10,1.2,30,0,13,8
16,10,1.2,30,1,16,11
18,10,1.2,30,0,5,2
18,10,1.2,30,1,7,4
20,10,1.2,30,0,16,10
20,10,1.2,30,1,22,16
22,10,1.2,30,0,23,17
22,10,1.2,30,1,24,18
24,10,1.2,30,0,24,18
24,10,1.2,30,1,25,19
26,10,1.2,30,0,27,19
26,10,1.2,30,1,27,19
0,10,1.5,30,0,0,0
0,10,1.5,30,1,2,2
2,10,1.5,30,0,0,0
2,10,1.5,30,1,0,0
4,10,1.5,30,0,0,0
4,10,1.5,30,1,0,0
6,10,1.5,30,0,0,0
6,10,1.5,30,1,0,0
8,10,1.5,30,0,0,0
8,10,1.5,30,1,0,0
10,10,1.5,30,0,0,0
10,10,1.5,30,1,0,0
12,10,1.5,30,0,2,2
12,10,1.5,30,1,2,2
14,10,1.5,30,0,2,2
14,10,1.5,30,1,2,2
16,10,1.5,30,0,0,0
16,10,1.5,30,1,3,3
18,10,1.5,30,0,3,2
18,10,1.5,30,1,12,10
20,10,1.5,30,0,7,6
20,10,1.5,30,1,12,9
22,10,1.5,30,0,11,8
22,10,1.5,30,1,20,17
24,10,1.5,30,0,6,5
24,10,1.5,30,1,17,16
26,10,1.5,30,0,19,14
26,10,1.5,30,1,28,21
0,10,1.8,30,0,0,0
0,10,1.8,30,1,1,1
2,10,1.8,30,0,0,0
2,10,1.8,30,1,0,0
4,10,1.8,30,0,0,0
4,10,1.8,30,1,0,0
6,10,1.8,30,0,0,0
6,10,1.8,30,1,0,0
8,10,1.8,30,0,0,0
8,10,1.8,30,1,0,0
10,10,1.8,30,0,0,0
10,10,1.8,30,1,0,0
12,10,1.8,30,0,0,0
12,10,1.8,30,1,0,0
14,10,1.8,30,0,0,0
14,10,1.8,30,1,0,0
16,10,1.8,30,0,0,0
16,10,1.8,30,1,5,5
18,10,1.8,30,0,0,0
18,10,1.8,30,1,1,1
20,10,1.8,30,0,2,0
20,10,1.8,30,1,9,8
22,10,1.8,30,0,0,0
22,10,1.8,30,1,24,18
24,10,1.8,30,0,6,3
24,10,1.8,30,1,30,22
26,10,1.8,30,0,11,10
26,10,1.8,30,1,22,21
0,20,1,30,0,11,11
0,20,1,30,1,14,12
2,20,1,30,0,12,12
2,20,1,30,1,12,12
4,20,1,30,0,7,7
4,20,1,30,1,10,10
6,20,1,30,0,8,6
6,20,1,30,1,12,10
8,20,1,30,0,8,7
8,20,1,30,1,9,8
10,20,1,30,0,7,7
10,20,1,30,1,9,9
12,20,1,30,0,9,7
12,20,1,30,1,13,13
14,20,1,30,0,9,8
14,20,1,30,1,17,15
16,20,1,30,0,15,12
16,20,1,30,1,19,18
18,20,1,30,0,9,7
18,20,1,30,1,15,13
20,20,1,30,0,6,5
20,20,1,30,1,19,17
22,20,1,30,0,14,10
22,20,1,30,1,23,22
24,20,1,30,0,19,14
24,20,1,30,1,28,21
26,20,1,30,0,18,16
26,20,1,30,1,24,22
0,20,1.1,30,0,0,0
0,20,1.1,30,1,NA,NA
2,20,1.1,30,0,0,0
2,20,1.1,30,1,2,2
4,20,1.1,30,0,0,0
4,20,1.1,30,1,1,1
6,20,1.1,30,0,0,0
6,20,1.1,30,1,2,2
8,20,1.1,30,0,2,2
8,20,1.1,30,1,3,3
10,20,1.1,30,0,0,0
10,20,1.1,30,1,2,2
12,20,1.1,30,0,4,4
12,20,1.1,30,1,6,6
14,20,1.1,30,0,6,6
14,20,1.1,30,1,7,7
16,20,1.1,30,0,8,8
16,20,1.1,30,1,11,11
18,20,1.1,30,0,8,7
18,20,1.1,30,1,17,16
20,20,1.1,30,0,2,2
20,20,1.1,30,1,4,4
22,20,1.1,30,0,13,11
22,20,1.1,30,1,16,14
24,20,1.1,30,0,18,16
24,20,1.1,30,1,23,21
26,20,1.1,30,0,23,18
26,20,1.1,30,1,27,22
0,20,1.2,30,0,0,0
0,20,1.2,30,1,4,4
2,20,1.2,30,0,0,0
2,20,1.2,30,1,2,2
4,20,1.2,30,0,0,0
4,20,1.2,30,1,3,2
6,20,1.2,30,0,1,1
6,20,1.2,30,1,2,2
8,20,1.2,30,0,0,0
8,20,1.2,30,1,0,0
10,20,1.2,30,0,0,0
10,20,1.2,30,1,0,0
12,20,1.2,30,0,0,0
12,20,1.2,30,1,2,2
14,20,1.2,30,0,2,2
14,20,1.2,30,1,3,3
16,20,1.2,30,0,0,0
16,20,1.2,30,1,8,8
18,20,1.2,30,0,3,2
18,20,1.2,30,1,11,9
20,20,1.2,30,0,6,4
20,20,1.2,30,1,21,16
22,20,1.2,30,0,3,0
22,20,1.2,30,1,13,10
24,20,1.2,30,0,7,4
24,20,1.2,30,1,23,19
26,20,1.2,30,0,24,19
26,20,1.2,30,1,30,24
0,20,1.5,30,0,0,0
0,20,1.5,30,1,NA,NA
2,20,1.5,30,0,0,0
2,20,1.5,30,1,1,1
4,20,1.5,30,0,0,0
4,20,1.5,30,1,0,0
6,20,1.5,30,0,0,0
6,20,1.5,30,1,0,0
8,20,1.5,30,0,0,0
8,20,1.5,30,1,0,0
10,20,1.5,30,0,0,0
10,20,1.5,30,1,0,0
12,20,1.5,30,0,1,1
12,20,1.5,30,1,1,1
14,20,1.5,30,0,1,1
14,20,1.5,30,1,1,1
16,20,1.5,30,0,1,1
16,20,1.5,30,1,3,3
18,20,1.5,30,0,4,4
18,20,1.5,30,1,5,5
20,20,1.5,30,0,4,3
20,20,1.5,30,1,10,8
22,20,1.5,30,0,6,6
22,20,1.5,30,1,14,12
24,20,1.5,30,0,5,4
24,20,1.5,30,1,16,14
26,20,1.5,30,0,4,4
26,20,1.5,30,1,18,18
0,240,1.1,3,0,6,5
