"ID_Predators_individuals" "ID_species" "Lifestage" "Sex" "Length" "stomach_part" "number_of_prey" "total_weight_g" "latin_name" "ID_sampling" "station_name" "dates"
76 6 1 10 20 "Mitteldarm" 86 67 "Diastylis rathkei" 22 "Vejsnäs Rinne" "1975-07-21"
76 6 1 10 20 "Mitteldarm" NA 11 "Macerated" 22 "Vejsnäs Rinne" "1975-07-21"
76 6 1 10 20 "Vorderdarm oder Magen" 8 4 "Diastylis rathkei" 22 "Vejsnäs Rinne" "1975-07-21"
77 6 NA 10 16 "Mitteldarm" 11 11 "Diastylis rathkei" 23 "Vejsnäs Rinne" "1975-08-11"
78 6 NA 10 18 "Mitteldarm" 83 63 "Diastylis rathkei" 24 "Millionenviertel" "1975-09-17"
78 6 NA 10 18 "Mitteldarm" NA 7 "Macerated" 24 "Millionenviertel" "1975-09-17"
78 6 NA 10 18 "Vorderdarm oder Magen" 1 3 "Harmothoe spp." 24 "Millionenviertel" "1975-09-17"
78 6 NA 10 18 "Vorderdarm oder Magen" 3 3 "Diastylis rathkei" 24 "Millionenviertel" "1975-09-17"
79 6 3 20 22 "Mitteldarm" NA 8 "Macerated" 25 "Millionenviertel" "1976-01-08"
79 6 3 20 22 "Mitteldarm" 1 23 "Pisces spp." 25 "Millionenviertel" "1976-01-08"
79 6 3 20 22 "Vorderdarm oder Magen" 2 135 "Pomatoschistus minutus" 25 "Millionenviertel" "1976-01-08"
80 6 2 20 20 "Vorderdarm oder Magen" 2 79 "Pomatoschistus minutus" 26 "Suederfahrt" "1976-02-10"
80 6 2 20 20 "Vorderdarm oder Magen" 1 3 "Ophiura albida" 26 "Suederfahrt" "1976-02-10"
80 6 2 20 20 "Mitteldarm" NA 2 "Macerated" 26 "Suederfahrt" "1976-02-10"
80 6 2 20 20 "Mitteldarm" 1 21 "Pisces spp." 26 "Suederfahrt" "1976-02-10"
82 6 1 10 14 "Mitteldarm" 1 13 "Pisces spp." 27 "Suederfahrt" "1976-02-11"
82 6 1 10 14 "Vorderdarm oder Magen" 1 34 "Pomatoschistus minutus" 27 "Suederfahrt" "1976-02-11"
83 6 3 10 20 "Vorderdarm oder Magen" 1 73 "Pomatoschistus minutus" 27 "Suederfahrt" "1976-02-11"
83 6 3 10 20 "Mitteldarm" NA 6 "Macerated" 27 "Suederfahrt" "1976-02-11"
84 6 2 10 16 "Mitteldarm" 1 1 "Diastylis rathkei" 28 "Millionenviertel" "1976-02-18"
85 6 2 20 20 "Vorderdarm oder Magen" 1 54 "Pomatoschistus minutus" 28 "Millionenviertel" "1976-02-18"
85 6 2 20 20 "Mitteldarm" 1 8 "Pisces spp." 28 "Millionenviertel" "1976-02-18"
85 6 2 20 20 "Mitteldarm" NA 2 "Macerated" 28 "Millionenviertel" "1976-02-18"
86 6 3 10 15 "Mitteldarm" NA 1 "Macerated" 28 "Millionenviertel" "1976-02-18"
86 6 3 10 15 "Vorderdarm oder Magen" 1 25 "Pomatoschistus minutus" 28 "Millionenviertel" "1976-02-18"
88 6 2 20 23 "Mitteldarm" NA 4 "Macerated" 28 "Millionenviertel" "1976-02-18"
88 6 2 20 23 "Mitteldarm" 1 2 "Diastylis rathkei" 28 "Millionenviertel" "1976-02-18"
88 6 2 20 23 "Mitteldarm" 1 5 "Crangon crangon" 28 "Millionenviertel" "1976-02-18"
90 6 3 10 19 "Mitteldarm" NA 5 "Macerated" 29 "Vejsnäs Rinne" "1976-02-19"
90 6 3 10 19 "Mitteldarm" 2 25 "Pisces spp." 29 "Vejsnäs Rinne" "1976-02-19"
90 6 3 10 19 "Vorderdarm oder Magen" 1 44 "Pomatoschistus minutus" 29 "Vejsnäs Rinne" "1976-02-19"
92 6 1 10 14 "Mitteldarm" 1 4 "Crangon crangon" 30 "Millionenviertel" "1976-03-24"
92 6 1 10 14 "Mitteldarm" NA 8 "Macerated" 30 "Millionenviertel" "1976-03-24"
92 6 1 10 14 "Mitteldarm" 1 23 "Nephthys spp." 30 "Millionenviertel" "1976-03-24"
93 6 1 10 13 "Mitteldarm" 1 15 "Pisces spp." 30 "Millionenviertel" "1976-03-24"
94 6 1 10 15 "Mitteldarm" 1 33 "Pomatoschistus minutus" 30 "Millionenviertel" "1976-03-24"
94 6 1 10 15 "Vorderdarm oder Magen" 2 11 "Crangon crangon" 30 "Millionenviertel" "1976-03-24"
95 6 1 10 16 "Vorderdarm oder Magen" 1 78 "Nephthys spp." 30 "Millionenviertel" "1976-03-24"
95 6 1 10 16 "Mitteldarm" 2 22 "Crangon crangon" 30 "Millionenviertel" "1976-03-24"
95 6 1 10 16 "Mitteldarm" 1 14 "Nephthys spp." 30 "Millionenviertel" "1976-03-24"
95 6 1 10 16 "Mitteldarm" NA 3 "Macerated" 30 "Millionenviertel" "1976-03-24"
96 6 NA 0 15 "Mitteldarm" NA 8 "Macerated" 31 "Dorschmulde" "1976-04-29"
96 6 NA 0 15 "Mitteldarm" NA 6 "Unidentified Polychaeta remains" 31 "Dorschmulde" "1976-04-29"
96 6 NA 0 15 "Vorderdarm oder Magen" 2 4 "Crangon crangon" 31 "Dorschmulde" "1976-04-29"
96 6 NA 0 15 "Mitteldarm" 4 8 "Diastylis rathkei" 31 "Dorschmulde" "1976-04-29"
96 6 NA 0 15 "Vorderdarm oder Magen" 40 70 "Harmothoe spp." 31 "Dorschmulde" "1976-04-29"
96 6 NA 0 15 "Mitteldarm" 1 1 "Crangon crangon" 31 "Dorschmulde" "1976-04-29"
97 6 NA 0 12 "Mitteldarm" 1 2 "Crangon crangon" 32 "Vejsnäs Rinne" "1976-04-29"
97 6 NA 0 12 "Vorderdarm oder Magen" 1 10 "Crangon crangon" 32 "Vejsnäs Rinne" "1976-04-29"
97 6 NA 0 12 "Mitteldarm" NA 4 "Unidentified Polychaeta remains" 32 "Vejsnäs Rinne" "1976-04-29"
97 6 NA 0 12 "Mitteldarm" NA 9 "Macerated" 32 "Vejsnäs Rinne" "1976-04-29"
97 6 NA 0 12 "Vorderdarm oder Magen" 3 16 "Harmothoe spp." 32 "Vejsnäs Rinne" "1976-04-29"
97 6 NA 0 12 "Mitteldarm" 53 9 "Diastylis rathkei" 32 "Vejsnäs Rinne" "1976-04-29"
98 6 NA 0 13 "Vorderdarm oder Magen" 2 NA "Diastylis rathkei" 32 "Vejsnäs Rinne" "1976-04-29"
98 6 NA 0 13 "Vorderdarm oder Magen" 8 10 "Harmothoe spp." 32 "Vejsnäs Rinne" "1976-04-29"
98 6 NA 0 13 "Mitteldarm" NA 12 "Macerated" 32 "Vejsnäs Rinne" "1976-04-29"
98 6 NA 0 13 "Vorderdarm oder Magen" 1 2 "Crangon crangon" 32 "Vejsnäs Rinne" "1976-04-29"
98 6 NA 0 13 "Mitteldarm" 3 5 "Diastylis rathkei" 32 "Vejsnäs Rinne" "1976-04-29"
98 6 NA 0 13 "Mitteldarm" 1 1 "Crangon crangon" 32 "Vejsnäs Rinne" "1976-04-29"
99 6 NA 0 14 "Mitteldarm" NA 7 "Macerated" 32 "Vejsnäs Rinne" "1976-04-29"
99 6 NA 0 14 "Vorderdarm oder Magen" 4 1 "Diastylis rathkei" 32 "Vejsnäs Rinne" "1976-04-29"
99 6 NA 0 14 "Mitteldarm" 40 4 "Diastylis rathkei" 32 "Vejsnäs Rinne" "1976-04-29"
100 6 NA NA 15 "Vorderdarm oder Magen" 14 4 "Diastylis rathkei" 32 "Vejsnäs Rinne" "1976-04-29"
100 6 NA NA 15 "Mitteldarm" NA 6 "Macerated" 32 "Vejsnäs Rinne" "1976-04-29"
100 6 NA NA 15 "Mitteldarm" 23 67 "Diastylis rathkei" 32 "Vejsnäs Rinne" "1976-04-29"
100 6 NA NA 15 "Vorderdarm oder Magen" 9 4 "Harmothoe spp." 32 "Vejsnäs Rinne" "1976-04-29"
100 6 NA NA 15 "Mitteldarm" 1 3 "Ophiura albida" 32 "Vejsnäs Rinne" "1976-04-29"
101 6 NA NA 16 "Vorderdarm oder Magen" 1 3 "Diastylis rathkei" 32 "Vejsnäs Rinne" "1976-04-29"
101 6 NA NA 16 "Mitteldarm" NA 3 "Macerated" 32 "Vejsnäs Rinne" "1976-04-29"
101 6 NA NA 16 "Mitteldarm" 15 31 "Diastylis rathkei" 32 "Vejsnäs Rinne" "1976-04-29"
102 6 NA 20 12 "Vorderdarm oder Magen" 1 NA "Diastylis rathkei" 32 "Vejsnäs Rinne" "1976-04-29"
102 6 NA 20 12 "Mitteldarm" NA 2 "Macerated" 32 "Vejsnäs Rinne" "1976-04-29"
102 6 NA 20 12 "Mitteldarm" NA 7 "Unidentified Polychaeta remains" 32 "Vejsnäs Rinne" "1976-04-29"
102 6 NA 20 12 "Mitteldarm" 7 5 "Diastylis rathkei" 32 "Vejsnäs Rinne" "1976-04-29"
102 6 NA 20 12 "Vorderdarm oder Magen" 4 5 "Harmothoe spp." 32 "Vejsnäs Rinne" "1976-04-29"
103 6 NA 0 13 "Mitteldarm" 3 5 "Diastylis rathkei" 32 "Vejsnäs Rinne" "1976-04-29"
103 6 NA 0 13 "Vorderdarm oder Magen" 2 8 "Terebellides stroemi" 32 "Vejsnäs Rinne" "1976-04-29"
103 6 NA 0 13 "Mitteldarm" NA 10 "Macerated" 32 "Vejsnäs Rinne" "1976-04-29"
103 6 NA 0 13 "Vorderdarm oder Magen" 1 NA "Microdeutopus sp." 32 "Vejsnäs Rinne" "1976-04-29"
103 6 NA 0 13 "Vorderdarm oder Magen" 5 9 "Harmothoe spp." 32 "Vejsnäs Rinne" "1976-04-29"
103 6 NA 0 13 "Mitteldarm" 1 12 "Pisces spp." 32 "Vejsnäs Rinne" "1976-04-29"
104 6 NA 0 13 "Mitteldarm" NA 5 "Macerated" 32 "Vejsnäs Rinne" "1976-04-29"
104 6 NA 0 13 "Mitteldarm" 16 20 "Diastylis rathkei" 32 "Vejsnäs Rinne" "1976-04-29"
104 6 NA 0 13 "Mitteldarm" 1 7 "Crangon crangon" 32 "Vejsnäs Rinne" "1976-04-29"
104 6 NA 0 13 "Mitteldarm" 1 2 "Harmothoe spp." 32 "Vejsnäs Rinne" "1976-04-29"
104 6 NA 0 13 "Vorderdarm oder Magen" 7 2 "Diastylis rathkei" 32 "Vejsnäs Rinne" "1976-04-29"
105 6 NA 20 15 "Vorderdarm oder Magen" 33 10 "Harmothoe spp." 32 "Vejsnäs Rinne" "1976-04-29"
105 6 NA 20 15 "Vorderdarm oder Magen" 1 3 "Nephthys spp." 32 "Vejsnäs Rinne" "1976-04-29"
105 6 NA 20 15 "Mitteldarm" NA 7 "Unidentified Polychaeta remains" 32 "Vejsnäs Rinne" "1976-04-29"
105 6 NA 20 15 "Mitteldarm" NA 7 "Macerated" 32 "Vejsnäs Rinne" "1976-04-29"
105 6 NA 20 15 "Vorderdarm oder Magen" 7 2 "Diastylis rathkei" 32 "Vejsnäs Rinne" "1976-04-29"
105 6 NA 20 15 "Mitteldarm" 7 9 "Diastylis rathkei" 32 "Vejsnäs Rinne" "1976-04-29"
106 6 NA 10 15 "Vorderdarm oder Magen" 9 8 "Harmothoe spp." 32 "Vejsnäs Rinne" "1976-04-29"
106 6 NA 10 15 "Mitteldarm" 1 1 "Crangon crangon" 32 "Vejsnäs Rinne" "1976-04-29"
106 6 NA 10 15 "Mitteldarm" NA 10 "Unidentified Polychaeta remains" 32 "Vejsnäs Rinne" "1976-04-29"
106 6 NA 10 15 "Mitteldarm" NA 18 "Macerated" 32 "Vejsnäs Rinne" "1976-04-29"
106 6 NA 10 15 "Vorderdarm oder Magen" 1 2 "Crangon crangon" 32 "Vejsnäs Rinne" "1976-04-29"
106 6 NA 10 15 "Vorderdarm oder Magen" 2 3 "Diastylis rathkei" 32 "Vejsnäs Rinne" "1976-04-29"
107 6 NA 10 17 "Mitteldarm" 2 3 "Diastylis rathkei" 32 "Vejsnäs Rinne" "1976-04-29"
108 6 NA 20 20 "Vorderdarm oder Magen" 1 2 "Diastylis rathkei" 32 "Vejsnäs Rinne" "1976-04-29"
108 6 NA 20 20 "Mitteldarm" 2 4 "Diastylis rathkei" 32 "Vejsnäs Rinne" "1976-04-29"
109 6 4 20 24 "Vorderdarm oder Magen" 70 34 "Diastylis rathkei" 33 "Millionenviertel" "1976-06-24"
109 6 4 20 24 "Mitteldarm" NA 33 "Ophiura albida" 33 "Millionenviertel" "1976-06-24"
109 6 4 20 24 "Mitteldarm" NA 27 "Macerated" 33 "Millionenviertel" "1976-06-24"
109 6 4 20 24 "Mitteldarm" NA 4 "Unidentified Polychaeta remains" 33 "Millionenviertel" "1976-06-24"
109 6 4 20 24 "Vorderdarm oder Magen" 1 8 "Nephthys spp." 33 "Millionenviertel" "1976-06-24"
109 6 4 20 24 "Mitteldarm" 150 113 "Diastylis rathkei" 33 "Millionenviertel" "1976-06-24"
110 6 1 10 12 "Vorderdarm oder Magen" 5 2 "Diastylis rathkei" 33 "Millionenviertel" "1976-06-24"
110 6 1 10 12 "Mitteldarm" NA 3 "Macerated" 33 "Millionenviertel" "1976-06-24"
110 6 1 10 12 "Mitteldarm" 3 1 "Diastylis rathkei" 33 "Millionenviertel" "1976-06-24"
111 6 3 10 17 "Vorderdarm oder Magen" 14 8 "Diastylis rathkei" 33 "Millionenviertel" "1976-06-24"
111 6 3 10 17 "Vorderdarm oder Magen" 1 32 "Nephthys spp." 33 "Millionenviertel" "1976-06-24"
111 6 3 10 17 "Mitteldarm" 1 4 "Crangon crangon" 33 "Millionenviertel" "1976-06-24"
111 6 3 10 17 "Mitteldarm" 9 3 "Diastylis rathkei" 33 "Millionenviertel" "1976-06-24"
111 6 3 10 17 "Mitteldarm" NA 10 "Macerated" 33 "Millionenviertel" "1976-06-24"
112 6 2 10 18 "Mitteldarm" NA 14 "Macerated" 33 "Millionenviertel" "1976-06-24"
112 6 2 10 18 "Mitteldarm" 37 57 "Diastylis rathkei" 33 "Millionenviertel" "1976-06-24"
113 6 2 20 23 "Mitteldarm" NA 26 "Nephthys spp." 33 "Millionenviertel" "1976-06-24"
113 6 2 20 23 "Mitteldarm" NA 60 "Macerated" 33 "Millionenviertel" "1976-06-24"
113 6 2 20 23 "Vorderdarm oder Magen" 2 46 "Nephthys spp." 33 "Millionenviertel" "1976-06-24"
113 6 2 20 23 "Vorderdarm oder Magen" 3 7 "Diastylis rathkei" 33 "Millionenviertel" "1976-06-24"
114 6 1 20 18 "Mitteldarm" NA 20 "Unidentified Polychaeta remains" 34 "Vejsnäs Rinne" "1976-06-25"
114 6 1 20 18 "Vorderdarm oder Magen" 1 NA "Harmothoe spp." 34 "Vejsnäs Rinne" "1976-06-25"
114 6 1 20 18 "Mitteldarm" 3 5 "Diastylis rathkei" 34 "Vejsnäs Rinne" "1976-06-25"
114 6 1 20 18 "Mitteldarm" NA 8 "Macerated" 34 "Vejsnäs Rinne" "1976-06-25"
114 6 1 20 18 "Vorderdarm oder Magen" 1 NA "Diastylis rathkei" 34 "Vejsnäs Rinne" "1976-06-25"
114 6 1 20 18 "Vorderdarm oder Magen" 2 16 "Nephthys spp." 34 "Vejsnäs Rinne" "1976-06-25"
115 6 1 10 19 "Mitteldarm" 16 25 "Diastylis rathkei" 35 "Vejsnäs Rinne" "1977-02-23"
116 6 2 10 20 "Mitteldarm" 20 36 "Diastylis rathkei" 35 "Vejsnäs Rinne" "1977-02-23"
116 6 2 10 20 "Vorderdarm oder Magen" 6 9 "Diastylis rathkei" 35 "Vejsnäs Rinne" "1977-02-23"
116 6 2 10 20 "Mitteldarm" NA 3 "Macerated" 35 "Vejsnäs Rinne" "1977-02-23"
117 6 2 20 22 "Mitteldarm" 1 2 "Diastylis rathkei" 35 "Vejsnäs Rinne" "1977-02-23"
117 6 2 20 22 "Vorderdarm oder Magen" 1 2 "Diastylis rathkei" 35 "Vejsnäs Rinne" "1977-02-23"
119 6 1 10 18 "Mitteldarm" NA 2 "Macerated" 35 "Vejsnäs Rinne" "1977-02-23"
119 6 1 10 18 "Mitteldarm" 1 22 "Pomatoschistus minutus" 35 "Vejsnäs Rinne" "1977-02-23"
120 6 1 10 21 "Mitteldarm" 1 12 "Pisces spp." 35 "Vejsnäs Rinne" "1977-02-23"
120 6 1 10 21 "Vorderdarm oder Magen" 1 48 "Pomatoschistus minutus" 35 "Vejsnäs Rinne" "1977-02-23"
121 6 NA 10 24 "Vorderdarm oder Magen" 1 29 "Pomatoschistus minutus" 36 "Vejsnäs Rinne" "1977-04-26"
121 6 NA 10 24 "Mitteldarm" 14 28 "Diastylis rathkei" 36 "Vejsnäs Rinne" "1977-04-26"
121 6 NA 10 24 "Vorderdarm oder Magen" 9 18 "Diastylis rathkei" 36 "Vejsnäs Rinne" "1977-04-26"
121 6 NA 10 24 "Mitteldarm" NA 18 "Macerated" 36 "Vejsnäs Rinne" "1977-04-26"
121 6 NA 10 24 "Mitteldarm" 1 12 "Pomatoschistus minutus" 36 "Vejsnäs Rinne" "1977-04-26"
122 6 NA 20 19 "Vorderdarm oder Magen" 1 20 "Pomatoschistus minutus" 37 "Vejsnäs Rinne" "1977-07-06"
122 6 NA 20 19 "Mitteldarm" 8 18 "Diastylis rathkei" 37 "Vejsnäs Rinne" "1977-07-06"
122 6 NA 20 19 "Mitteldarm" 18 3 "Diastylis rathkei" 37 "Vejsnäs Rinne" "1977-07-06"
122 6 NA 20 19 "Mitteldarm" NA 10 "Macerated" 37 "Vejsnäs Rinne" "1977-07-06"
123 6 NA 20 19 "Mitteldarm" NA 6 "Unidentified crustacean remains" 37 "Vejsnäs Rinne" "1977-07-06"
123 6 NA 20 19 "Mitteldarm" 1 7 "Crangon crangon" 37 "Vejsnäs Rinne" "1977-07-06"
123 6 NA 20 19 "Mitteldarm" NA 5 "Macerated" 37 "Vejsnäs Rinne" "1977-07-06"
123 6 NA 20 19 "Mitteldarm" 17 42 "Diastylis rathkei" 37 "Vejsnäs Rinne" "1977-07-06"
124 6 NA 10 32 "Mitteldarm" NA 360 "Ophiura albida" 37 "Vejsnäs Rinne" "1977-07-06"
125 6 1 10 14 "Mitteldarm" NA 3 "Unidentified Polychaeta remains" 38 "Vejsnäs Rinne" "1977-08-24"
125 6 1 10 14 "Mitteldarm" 2 2 "Diastylis rathkei" 38 "Vejsnäs Rinne" "1977-08-24"
125 6 1 10 14 "Mitteldarm" NA 2 "Macerated" 38 "Vejsnäs Rinne" "1977-08-24"
125 6 1 10 14 "Vorderdarm oder Magen" 2 3 "Harmothoe spp." 38 "Vejsnäs Rinne" "1977-08-24"
126 6 1 10 16 "Mitteldarm" 1 1 "Harmothoe spp." 38 "Vejsnäs Rinne" "1977-08-24"
126 6 1 10 16 "Mitteldarm" NA 2 "Unidentified Polychaeta remains" 38 "Vejsnäs Rinne" "1977-08-24"
126 6 1 10 16 "Vorderdarm oder Magen" 5 17 "Harmothoe spp." 38 "Vejsnäs Rinne" "1977-08-24"
127 6 2 20 26 "Vorderdarm oder Magen" 4 8 "Harmothoe spp." 38 "Vejsnäs Rinne" "1977-08-24"
127 6 2 20 26 "Mitteldarm" 24 6 "Diastylis rathkei" 38 "Vejsnäs Rinne" "1977-08-24"
127 6 2 20 26 "Mitteldarm" NA 10 "Macerated" 38 "Vejsnäs Rinne" "1977-08-24"
127 6 2 20 26 "Vorderdarm oder Magen" 1 1 "Diastylis rathkei" 38 "Vejsnäs Rinne" "1977-08-24"
127 6 2 20 26 "Mitteldarm" NA 15 "Diastylis rathkei" 38 "Vejsnäs Rinne" "1977-08-24"
127 6 2 20 26 "Mitteldarm" 13 25 "Diastylis rathkei" 38 "Vejsnäs Rinne" "1977-08-24"
127 6 2 20 26 "Mitteldarm" 1 3 "Abra alba" 38 "Vejsnäs Rinne" "1977-08-24"
128 6 0 10 15 "Mitteldarm" NA 6 "Unidentified Polychaeta remains" 38 "Vejsnäs Rinne" "1977-08-24"
128 6 0 10 15 "Mitteldarm" 2 3 "Diastylis rathkei" 38 "Vejsnäs Rinne" "1977-08-24"
129 6 1 10 22 "Mitteldarm" NA 15 "Macerated" 38 "Vejsnäs Rinne" "1977-08-24"
129 6 1 10 22 "Mitteldarm" NA 13 "Unidentified Polychaeta remains" 38 "Vejsnäs Rinne" "1977-08-24"
130 6 1 10 19 "Mitteldarm" 9 16 "Diastylis rathkei" 39 "Vejsnäs Rinne" "1977-12-12"
130 6 1 10 19 "Mitteldarm" 1 20 "Crangon crangon" 39 "Vejsnäs Rinne" "1977-12-12"
130 6 1 10 19 "Mitteldarm" NA 3 "Macerated" 39 "Vejsnäs Rinne" "1977-12-12"
131 6 1 10 20 "Mitteldarm" 2 8 "Crangon crangon" 39 "Vejsnäs Rinne" "1977-12-12"
131 6 1 10 20 "Vorderdarm oder Magen" 1 2 "Diastylis rathkei" 39 "Vejsnäs Rinne" "1977-12-12"
131 6 1 10 20 "Mitteldarm" 5 7 "Diastylis rathkei" 39 "Vejsnäs Rinne" "1977-12-12"
131 6 1 10 20 "Vorderdarm oder Magen" 2 65 "Pomatoschistus minutus" 39 "Vejsnäs Rinne" "1977-12-12"
131 6 1 10 20 "Mitteldarm" NA 3 "Macerated" 39 "Vejsnäs Rinne" "1977-12-12"
132 6 1 10 14 "Vorderdarm oder Magen" 1 2 "Diastylis rathkei" 40 "Vejsnäs Rinne" "1978-06-13"
132 6 1 10 14 "Mitteldarm" 100 26 "Diastylis rathkei" 40 "Vejsnäs Rinne" "1978-06-13"
132 6 1 10 14 "Mitteldarm" NA 5 "Macerated" 40 "Vejsnäs Rinne" "1978-06-13"
132 6 1 10 14 "Vorderdarm oder Magen" 10 3 "Diastylis rathkei" 40 "Vejsnäs Rinne" "1978-06-13"
132 6 1 10 14 "Vorderdarm oder Magen" 1 11 "Nephthys spp." 40 "Vejsnäs Rinne" "1978-06-13"
132 6 1 10 14 "Vorderdarm oder Magen" 10 5 "Harmothoe spp." 40 "Vejsnäs Rinne" "1978-06-13"
133 6 1 10 15 "Vorderdarm oder Magen" 1 21 "Nephthys spp." 40 "Vejsnäs Rinne" "1978-06-13"
133 6 1 10 15 "Mitteldarm" 2 4 "Diastylis rathkei" 40 "Vejsnäs Rinne" "1978-06-13"
133 6 1 10 15 "Mitteldarm" NA 2 "Macerated" 40 "Vejsnäs Rinne" "1978-06-13"
133 6 1 10 15 "Vorderdarm oder Magen" 6 4 "Harmothoe spp." 40 "Vejsnäs Rinne" "1978-06-13"
133 6 1 10 15 "Mitteldarm" 11 3 "Diastylis rathkei" 40 "Vejsnäs Rinne" "1978-06-13"
134 6 1 10 19 "Vorderdarm oder Magen" 1 28 "Nephthys spp." 41 "Millionenviertel" "1978-06-13"
134 6 1 10 19 "Mitteldarm" 4 8 "Ophiura albida" 41 "Millionenviertel" "1978-06-13"
134 6 1 10 19 "Mitteldarm" NA 2 "Macerated" 41 "Millionenviertel" "1978-06-13"
134 6 1 10 19 "Vorderdarm oder Magen" 3 6 "Ophiura albida" 41 "Millionenviertel" "1978-06-13"
134 6 1 10 19 "Mitteldarm" 2 4 "Diastylis rathkei" 41 "Millionenviertel" "1978-06-13"
137 6 2 20 24 "Mitteldarm" NA 6 "Macerated" 43 "Vejsnäs Rinne" "1976-12-21"
137 6 2 20 24 "Vorderdarm oder Magen" 1 54 "Pomatoschistus minutus" 43 "Vejsnäs Rinne" "1976-12-21"
137 6 2 20 24 "Vorderdarm oder Magen" 1 17 "Crangon crangon" 43 "Vejsnäs Rinne" "1976-12-21"
138 6 2 20 25 "Vorderdarm oder Magen" 1 14 "Crangon crangon" 43 "Vejsnäs Rinne" "1976-12-21"
138 6 2 20 25 "Vorderdarm oder Magen" 5 294 "Pomatoschistus minutus" 43 "Vejsnäs Rinne" "1976-12-21"
138 6 2 20 25 "Vorderdarm oder Magen" 1 1 "Diastylis rathkei" 43 "Vejsnäs Rinne" "1976-12-21"
139 6 2 20 21 "Vorderdarm oder Magen" 1 71 "Pomatoschistus minutus" 43 "Vejsnäs Rinne" "1976-12-21"
139 6 2 20 21 "Mitteldarm" NA 8 "Macerated" 43 "Vejsnäs Rinne" "1976-12-21"
140 6 2 10 24 "Mitteldarm" 1 1 "Diastylis rathkei" 43 "Vejsnäs Rinne" "1976-12-21"
140 6 2 10 24 "Vorderdarm oder Magen" 1 1 "Diastylis rathkei" 43 "Vejsnäs Rinne" "1976-12-21"
140 6 2 10 24 "Vorderdarm oder Magen" 3 153 "Pomatoschistus minutus" 43 "Vejsnäs Rinne" "1976-12-21"
140 6 2 10 24 "Mitteldarm" NA 4 "Macerated" 43 "Vejsnäs Rinne" "1976-12-21"
140 6 2 10 24 "Mitteldarm" 1 25 "Pomatoschistus minutus" 43 "Vejsnäs Rinne" "1976-12-21"
141 6 1 10 19 "Mitteldarm" 26 29 "Diastylis rathkei" 44 "Millionenviertel" "1978-08-15"
141 6 1 10 19 "Mitteldarm" NA 4 "Macerated" 44 "Millionenviertel" "1978-08-15"
141 6 1 10 19 "Mitteldarm" 1 2 "Abra alba" 44 "Millionenviertel" "1978-08-15"
142 6 NA 20 23 "Vorderdarm oder Magen" 1 95 "Nephthys spp." 45 "Millionenviertel" "1978-10-16"
142 6 NA 20 23 "Vorderdarm oder Magen" 3 3 "Diastylis rathkei" 45 "Millionenviertel" "1978-10-16"
142 6 NA 20 23 "Mitteldarm" NA 4 "Macerated" 45 "Millionenviertel" "1978-10-16"
143 6 NA 20 25 "Mitteldarm" 9 11 "Diastylis rathkei" 45 "Millionenviertel" "1978-10-16"
143 6 NA 20 25 "Mitteldarm" NA 4 "Macerated" 45 "Millionenviertel" "1978-10-16"
144 6 NA NA 25 "Mitteldarm" NA 2 "Macerated" 46 "Vejsnäs Rinne" "1978-10-17"
144 6 NA NA 25 "Vorderdarm oder Magen" 2 2 "Diastylis rathkei" 46 "Vejsnäs Rinne" "1978-10-17"
144 6 NA NA 25 "Mitteldarm" 25 28 "Diastylis rathkei" 46 "Vejsnäs Rinne" "1978-10-17"
145 6 NA NA 19 "Mitteldarm" 3 3 "Diastylis rathkei" 46 "Vejsnäs Rinne" "1978-10-17"
145 6 NA NA 19 "Vorderdarm oder Magen" 2 26 "Pomatoschistus minutus" 46 "Vejsnäs Rinne" "1978-10-17"
146 6 NA NA 23 "Mitteldarm" 2 6 "Abra alba" 46 "Vejsnäs Rinne" "1978-10-17"
146 6 NA NA 23 "Vorderdarm oder Magen" 1 4 "Abra alba" 46 "Vejsnäs Rinne" "1978-10-17"
146 6 NA NA 23 "Mitteldarm" 26 40 "Diastylis rathkei" 46 "Vejsnäs Rinne" "1978-10-17"
146 6 NA NA 23 "Vorderdarm oder Magen" NA 1 "Euchone papillosa" 46 "Vejsnäs Rinne" "1978-10-17"
146 6 NA NA 23 "Vorderdarm oder Magen" 1 1 "Ophiura albida" 46 "Vejsnäs Rinne" "1978-10-17"
146 6 NA NA 23 "Mitteldarm" NA 1 "Macerated" 46 "Vejsnäs Rinne" "1978-10-17"
146 6 NA NA 23 "Vorderdarm oder Magen" 2 45 "Nephthys spp." 46 "Vejsnäs Rinne" "1978-10-17"
146 6 NA NA 23 "Vorderdarm oder Magen" 5 5 "Diastylis rathkei" 46 "Vejsnäs Rinne" "1978-10-17"
147 6 NA NA 28 "Mitteldarm" 1 11 "Nephthys spp." 46 "Vejsnäs Rinne" "1978-10-17"
147 6 NA NA 28 "Mitteldarm" NA 23 "Macerated" 46 "Vejsnäs Rinne" "1978-10-17"
147 6 NA NA 28 "Mitteldarm" 126 137 "Diastylis rathkei" 46 "Vejsnäs Rinne" "1978-10-17"
147 6 NA NA 28 "Vorderdarm oder Magen" 1 2 "Harmothoe spp." 46 "Vejsnäs Rinne" "1978-10-17"
147 6 NA NA 28 "Mitteldarm" 2 4 "Abra alba" 46 "Vejsnäs Rinne" "1978-10-17"
147 6 NA NA 28 "Vorderdarm oder Magen" 32 42 "Diastylis rathkei" 46 "Vejsnäs Rinne" "1978-10-17"
